Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child_or_adult
JUL,0,128594,Vermont,0,65+ years,"2023-24, Vermont: 65+ years",Adult
JUL,0,129929.5,Wyoming,0,6 months to 17 years,"2023-24, Wyoming: 6 months to 17 years",Child
JUL,0,130824,North Dakota,0,50-64 years,"2023-24, North Dakota: 50-64 years",Adult
JUL,0,133652,Vermont,0,50-64 years,"2023-24, Vermont: 50-64 years",Adult
JUL,0,133827,Alaska,0,50-64 years,"2023-24, Alaska: 50-64 years",Adult
JUL,0,136345,Puerto Rico,0,9-12 years,"2023-24, Puerto Rico: 9-12 years",Child
JUL,0,147011,Utah,0,2-4 years,"2023-24, Utah: 2-4 years",Child
JUL,0,149649,Mississippi,0,5-8 years,"2023-24, Mississippi: 5-8 years",Child
JUL,0,154434,Arkansas,0,5-8 years,"2023-24, Arkansas: 5-8 years",Child
JUL,0,155850,New York City,0,6-23 months,"2023-24, New York City: 6-23 months",Child
JUL,0,157177,South Dakota,0,65+ years,"2023-24, South Dakota: 65+ years",Adult
JUL,0,157912,Mississippi,0,9-12 years,"2023-24, Mississippi: 9-12 years",Child
JUL,0,159658,Nevada,0,9-12 years,"2023-24, Nevada: 9-12 years",Child
JUL,0,161075,Iowa,0,5-8 years,"2023-24, Iowa: 5-8 years",Child
JUL,0,163198.5,Michigan,0,6-23 months,"2023-24, Michigan: 6-23 months",Child
JUL,0,163419,Connecticut,0,9-12 years,"2023-24, Connecticut: 9-12 years",Child
JUL,0,163445,Iowa,0,9-12 years,"2023-24, Iowa: 9-12 years",Child
JUL,0,164299,Kentucky,0,2-4 years,"2023-24, Kentucky: 2-4 years",Child
JUL,0,164468,South Dakota,0,50-64 years,"2023-24, South Dakota: 50-64 years",Adult
JUL,0,166917,Guam,0,Overall,"2023-24, Guam: Overall",All
JUL,0,171599,Pennsylvania (excluding Philadelphia County),0,6-23 months,"2023-24, Pennsylvania (excluding Philadelphia County): 6-23 months",Child
JUL,0,173878,Alaska,0,6 months to 17 years,"2023-24, Alaska: 6 months to 17 years",Child
JUL,0,176399.5,North Dakota,0,6 months to 17 years,"2023-24, North Dakota: 6 months to 17 years",Child
JUL,0,178339,Alabama,0,2-4 years,"2023-24, Alabama: 2-4 years",Child
JUL,0,178554.5,North Carolina,0,6-23 months,"2023-24, North Carolina: 6-23 months",Child
JUL,0,197594,Delaware,0,65+ years,"2023-24, Delaware: 65+ years",Adult
JUL,0,198053,Nevada,0,13-17 years,"2023-24, Nevada: 13-17 years",Child
JUL,0,199407.5,Delaware,0,6 months to 17 years,"2023-24, Delaware: 6 months to 17 years",Child
JUL,0,199448,Wisconsin,0,2-4 years,"2023-24, Wisconsin: 2-4 years",Child
JUL,0,200231,Ohio,0,6-23 months,"2023-24, Ohio: 6-23 months",Child
JUL,0,201249,Arkansas,0,13-17 years,"2023-24, Arkansas: 13-17 years",Child
JUL,0,201301,Delaware,0,50-64 years,"2023-24, Delaware: 50-64 years",Adult
JUL,0,203909,Mississippi,0,13-17 years,"2023-24, Mississippi: 13-17 years",Child
JUL,0,205956,Utah,0,5-8 years,"2023-24, Utah: 5-8 years",Child
JUL,0,207146,Montana,0,50-64 years,"2023-24, Montana: 50-64 years",Adult
JUL,0,208457,Iowa,0,13-17 years,"2023-24, Iowa: 13-17 years",Child
JUL,0,211177,Illinois,0,6-23 months,"2023-24, Illinois: 6-23 months",Child
JUL,0,212202,Minnesota,0,2-4 years,"2023-24, Minnesota: 2-4 years",Child
JUL,0,213250,Utah,0,9-12 years,"2023-24, Utah: 9-12 years",Child
JUL,0,213392,Montana,0,65+ years,"2023-24, Montana: 65+ years",Adult
JUL,0,215130,Oklahoma,0,5-8 years,"2023-24, Oklahoma: 5-8 years",Child
JUL,0,222571,Kentucky,0,5-8 years,"2023-24, Kentucky: 5-8 years",Child
JUL,0,224000.5,Montana,0,6 months to 17 years,"2023-24, Montana: 6 months to 17 years",Child
JUL,0,236563,Wyoming,0,18-49 years,"2023-24, Wyoming: 18-49 years",Adult
JUL,0,239102,Alabama,0,5-8 years,"2023-24, Alabama: 5-8 years",Child
JUL,0,242032,Maine,0,6 months to 17 years,"2023-24, Maine: 6 months to 17 years",Child
JUL,0,245322,Alabama,0,9-12 years,"2023-24, Alabama: 9-12 years",Child
JUL,0,247042,Tennessee,0,2-4 years,"2023-24, Tennessee: 2-4 years",Child
JUL,0,247935,Vermont,0,18-49 years,"2023-24, Vermont: 18-49 years",Adult
JUL,0,260200,Hawaii,0,50-64 years,"2023-24, Hawaii: 50-64 years",Adult
JUL,0,260352,Arizona,0,2-4 years,"2023-24, Arizona: 2-4 years",Child
JUL,0,268337,Utah,0,13-17 years,"2023-24, Utah: 13-17 years",Child
JUL,0,268724,Oklahoma,0,13-17 years,"2023-24, Oklahoma: 13-17 years",Child
JUL,0,270072,Philadelphia,0,50-64 years,"2023-24, Philadelphia: 50-64 years",Adult
JUL,0,274405,Colorado,0,5-8 years,"2023-24, Colorado: 5-8 years",Child
JUL,0,275080,Hawaii,0,65+ years,"2023-24, Hawaii: 65+ years",Adult
JUL,0,275092,Wisconsin,0,5-8 years,"2023-24, Wisconsin: 5-8 years",Child
JUL,0,276460,Washington,0,2-4 years,"2023-24, Washington: 2-4 years",Child
JUL,0,285438,Colorado,0,9-12 years,"2023-24, Colorado: 9-12 years",Child
JUL,0,286356,Wisconsin,0,9-12 years,"2023-24, Wisconsin: 9-12 years",Child
JUL,0,287696,Hawaii,0,6 months to 17 years,"2023-24, Hawaii: 6 months to 17 years",Child
JUL,0,291284,Minnesota,0,5-8 years,"2023-24, Minnesota: 5-8 years",Child
JUL,0,292636,Minnesota,0,9-12 years,"2023-24, Minnesota: 9-12 years",Child
JUL,0,293776,Maine,0,65+ years,"2023-24, Maine: 65+ years",Adult
JUL,0,300529,Maine,0,50-64 years,"2023-24, Maine: 50-64 years",Adult
JUL,0,302005,New York City,0,2-4 years,"2023-24, New York City: 2-4 years",Child
JUL,0,302877,Missouri,0,5-8 years,"2023-24, Missouri: 5-8 years",Child
JUL,0,307961,Missouri,0,9-12 years,"2023-24, Missouri: 9-12 years",Child
JUL,0,310939,Alabama,0,13-17 years,"2023-24, Alabama: 13-17 years",Child
JUL,0,322724,Alaska,0,18-49 years,"2023-24, Alaska: 18-49 years",Adult
JUL,0,328538.5,Philadelphia,0,6 months to 17 years,"2023-24, Philadelphia: 6 months to 17 years",Child
JUL,0,329715,North Dakota,0,18-49 years,"2023-24, North Dakota: 18-49 years",Adult
JUL,0,332603,Florida,0,6-23 months,"2023-24, Florida: 6-23 months",Child
JUL,0,342016,Michigan,0,2-4 years,"2023-24, Michigan: 2-4 years",Child
JUL,0,347543.5,West Virginia,0,6 months to 17 years,"2023-24, West Virginia: 6 months to 17 years",Child
JUL,0,351878,Indiana,0,9-12 years,"2023-24, Indiana: 9-12 years",Child
JUL,0,352593,South Dakota,0,18-49 years,"2023-24, South Dakota: 18-49 years",Adult
JUL,0,360714,New York City,0,9-12 years,"2023-24, New York City: 9-12 years",Child
JUL,0,361410,Pennsylvania (excluding Philadelphia County),0,2-4 years,"2023-24, Pennsylvania (excluding Philadelphia County): 2-4 years",Child
JUL,0,364081,West Virginia,0,50-64 years,"2023-24, West Virginia: 50-64 years",Adult
JUL,0,365609,Colorado,0,13-17 years,"2023-24, Colorado: 13-17 years",Child
JUL,0,366688,Arizona,0,5-8 years,"2023-24, Arizona: 5-8 years",Child
JUL,0,369112,North Carolina,0,2-4 years,"2023-24, North Carolina: 2-4 years",Child
JUL,0,370797,Wisconsin,0,13-17 years,"2023-24, Wisconsin: 13-17 years",Child
JUL,0,371308,Minnesota,0,13-17 years,"2023-24, Minnesota: 13-17 years",Child
JUL,0,373569,West Virginia,0,65+ years,"2023-24, West Virginia: 65+ years",Adult
JUL,0,375524,Arizona,0,9-12 years,"2023-24, Arizona: 9-12 years",Child
JUL,0,383258,Delaware,0,18-49 years,"2023-24, Delaware: 18-49 years",Adult
JUL,0,385957,New York City,0,5-8 years,"2023-24, New York City: 5-8 years",Child
JUL,0,386838,New Mexico,0,50-64 years,"2023-24, New Mexico: 50-64 years",Adult
JUL,0,387986,District of Columbia,0,18-49 years,"2023-24, District of Columbia: 18-49 years",Adult
JUL,0,389911,New Mexico,0,65+ years,"2023-24, New Mexico: 65+ years",Adult
JUL,0,393013,Missouri,0,13-17 years,"2023-24, Missouri: 13-17 years",Child
JUL,0,396292,Georgia,0,2-4 years,"2023-24, Georgia: 2-4 years",Child
JUL,0,417969,Ohio,0,2-4 years,"2023-24, Ohio: 2-4 years",Child
JUL,0,430356,Montana,0,18-49 years,"2023-24, Montana: 18-49 years",Adult
JUL,0,436260,New York City,0,13-17 years,"2023-24, New York City: 13-17 years",Child
JUL,0,446316,Illinois,0,2-4 years,"2023-24, Illinois: 2-4 years",Child
JUL,0,449237,Wyoming,0,18+ years,"2023-24, Wyoming: 18+ years",Adult
JUL,0,451792,Indiana,0,13-17 years,"2023-24, Indiana: 13-17 years",Child
JUL,0,460217,Utah,0,50-64 years,"2023-24, Utah: 50-64 years",Adult
JUL,0,467559,Michigan,0,5-8 years,"2023-24, Michigan: 5-8 years",Child
JUL,0,475421,Michigan,0,9-12 years,"2023-24, Michigan: 9-12 years",Child
JUL,0,479456,Arizona,0,13-17 years,"2023-24, Arizona: 13-17 years",Child
JUL,0,500397,Pennsylvania (excluding Philadelphia County),0,5-8 years,"2023-24, Pennsylvania (excluding Philadelphia County): 5-8 years",Child
JUL,0,503705,New York (excluding New York City),0,5-8 years,"2023-24, New York (excluding New York City): 5-8 years",Child
JUL,0,504671,North Carolina,0,5-8 years,"2023-24, North Carolina: 5-8 years",Child
JUL,0,507668,Maine,0,18-49 years,"2023-24, Maine: 18-49 years",Adult
JUL,0,510181,Vermont,0,18+ years,"2023-24, Vermont: 18+ years",Adult
JUL,0,514913,New York (excluding New York City),0,9-12 years,"2023-24, New York (excluding New York City): 9-12 years",Child
JUL,0,515686,Pennsylvania (excluding Philadelphia County),0,9-12 years,"2023-24, Pennsylvania (excluding Philadelphia County): 9-12 years",Child
JUL,0,519316,Nevada,0,65+ years,"2023-24, Nevada: 65+ years",Adult
JUL,0,523493,North Carolina,0,9-12 years,"2023-24, North Carolina: 9-12 years",Child
JUL,0,547437,Georgia,0,5-8 years,"2023-24, Georgia: 5-8 years",Child
JUL,0,552427,Alaska,0,18+ years,"2023-24, Alaska: 18+ years",Adult
JUL,0,566136,Iowa,0,65+ years,"2023-24, Iowa: 65+ years",Adult
JUL,0,569627,Ohio,0,5-8 years,"2023-24, Ohio: 5-8 years",Child
JUL,0,569907,Georgia,0,9-12 years,"2023-24, Georgia: 9-12 years",Child
JUL,0,572469,Ohio,0,9-12 years,"2023-24, Ohio: 9-12 years",Child
JUL,0,575908,Hawaii,0,18-49 years,"2023-24, Hawaii: 18-49 years",Adult
JUL,0,579166.5,Wyoming,0,Overall,"2023-24, Wyoming: Overall",All
JUL,0,583228,District of Columbia,0,18+ years,"2023-24, District of Columbia: 18+ years",Adult
JUL,0,583680,North Dakota,0,18+ years,"2023-24, North Dakota: 18+ years",Adult
JUL,0,587166,Nevada,0,50-64 years,"2023-24, Nevada: 50-64 years",Adult
JUL,0,593437,Iowa,0,50-64 years,"2023-24, Iowa: 50-64 years",Adult
JUL,0,620682,Vermont,0,Overall,"2023-24, Vermont: Overall",All
JUL,0,624694,Michigan,0,13-17 years,"2023-24, Michigan: 13-17 years",Child
JUL,0,640160,Puerto Rico,0,50-64 years,"2023-24, Puerto Rico: 50-64 years",Adult
JUL,0,645996,Connecticut,0,65+ years,"2023-24, Connecticut: 65+ years",Adult
JUL,0,653159,Oklahoma,0,65+ years,"2023-24, Oklahoma: 65+ years",Adult
JUL,0,671415,North Carolina,0,13-17 years,"2023-24, North Carolina: 13-17 years",Child
JUL,0,672299,California,0,6-23 months,"2023-24, California: 6-23 months",Child
JUL,0,674238,South Dakota,0,18+ years,"2023-24, South Dakota: 18+ years",Adult
JUL,0,675423.5,Mississippi,0,6 months to 17 years,"2023-24, Mississippi: 6 months to 17 years",Child
JUL,0,676599,Pennsylvania (excluding Philadelphia County),0,13-17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 13-17 years",Child
JUL,0,678480,New York (excluding New York City),0,13-17 years,"2023-24, New York (excluding New York City): 13-17 years",Child
JUL,0,692623,Florida,0,2-4 years,"2023-24, Florida: 2-4 years",Child
JUL,0,697429,Puerto Rico,0,65+ years,"2023-24, Puerto Rico: 65+ years",Adult
JUL,0,707072,Iowa,0,6 months to 17 years,"2023-24, Iowa: 6 months to 17 years",Child
JUL,0,712915,Oklahoma,0,50-64 years,"2023-24, Oklahoma: 50-64 years",Adult
JUL,0,726305,Alaska,0,Overall,"2023-24, Alaska: Overall",All
JUL,0,735062,Georgia,0,13-17 years,"2023-24, Georgia: 13-17 years",Child
JUL,0,742187,Ohio,0,13-17 years,"2023-24, Ohio: 13-17 years",Child
JUL,0,742696,Philadelphia,0,18-49 years,"2023-24, Philadelphia: 18-49 years",Adult
JUL,0,758237,Connecticut,0,50-64 years,"2023-24, Connecticut: 50-64 years",Adult
JUL,0,760079.5,North Dakota,0,Overall,"2023-24, North Dakota: Overall",All
JUL,0,763750,Louisiana,0,65+ years,"2023-24, Louisiana: 65+ years",Adult
JUL,0,782153,Delaware,0,18+ years,"2023-24, Delaware: 18+ years",Adult
JUL,0,850894,Montana,0,18+ years,"2023-24, Montana: 18+ years",Adult
JUL,0,857079,New Mexico,0,18-49 years,"2023-24, New Mexico: 18-49 years",Adult
JUL,0,873539,Louisiana,0,50-64 years,"2023-24, Louisiana: 50-64 years",Adult
JUL,0,874244,Alabama,0,65+ years,"2023-24, Alabama: 65+ years",Adult
JUL,0,875398,Kentucky,0,50-64 years,"2023-24, Kentucky: 50-64 years",Adult
JUL,0,941363,Florida,0,5-8 years,"2023-24, Florida: 5-8 years",Child
JUL,0,948841,Minnesota,0,65+ years,"2023-24, Minnesota: 65+ years",Adult
JUL,0,955019,Florida,0,9-12 years,"2023-24, Florida: 9-12 years",Child
JUL,0,962974,Alabama,0,50-64 years,"2023-24, Alabama: 50-64 years",Adult
JUL,0,981560.5,Delaware,0,Overall,"2023-24, Delaware: Overall",All
JUL,0,1047935,Wisconsin,0,65+ years,"2023-24, Wisconsin: 65+ years",Adult
JUL,0,1053369,Colorado,0,50-64 years,"2023-24, Colorado: 50-64 years",Adult
JUL,0,1059160,Alabama,0,6 months to 17 years,"2023-24, Alabama: 6 months to 17 years",Child
JUL,0,1074894.5,Montana,0,Overall,"2023-24, Montana: Overall",All
JUL,0,1091861,Minnesota,0,50-64 years,"2023-24, Minnesota: 50-64 years",Adult
JUL,0,1101973,Maine,0,18+ years,"2023-24, Maine: 18+ years",Adult
JUL,0,1111188,Hawaii,0,18+ years,"2023-24, Hawaii: 18+ years",Adult
JUL,0,1184308,Wisconsin,0,50-64 years,"2023-24, Wisconsin: 50-64 years",Adult
JUL,0,1190710,Missouri,0,50-64 years,"2023-24, Missouri: 50-64 years",Adult
JUL,0,1212056,Mississippi,0,18-49 years,"2023-24, Mississippi: 18-49 years",Adult
JUL,0,1219345,Florida,0,13-17 years,"2023-24, Florida: 13-17 years",Child
JUL,0,1227144.5,Wisconsin,0,6 months to 17 years,"2023-24, Wisconsin: 6 months to 17 years",Child
JUL,0,1268024,Minnesota,0,6 months to 17 years,"2023-24, Minnesota: 6 months to 17 years",Child
JUL,0,1278429,Iowa,0,18-49 years,"2023-24, Iowa: 18-49 years",Adult
JUL,0,1278598,Indiana,0,50-64 years,"2023-24, Indiana: 50-64 years",Adult
JUL,0,1286583,Puerto Rico,0,18-49 years,"2023-24, Puerto Rico: 18-49 years",Adult
JUL,0,1308751,New York City,0,65+ years,"2023-24, New York City: 65+ years",Adult
JUL,0,1321503,Arizona,0,50-64 years,"2023-24, Arizona: 50-64 years",Adult
JUL,0,1335281,Tennessee,0,50-64 years,"2023-24, Tennessee: 50-64 years",Adult
JUL,0,1344005,Maine,0,Overall,"2023-24, Maine: Overall",All
JUL,0,1373975,Arizona,0,65+ years,"2023-24, Arizona: 65+ years",Adult
JUL,0,1398884,Hawaii,0,Overall,"2023-24, Hawaii: Overall",All
JUL,0,1415568,Washington,0,50-64 years,"2023-24, Washington: 50-64 years",Adult
JUL,0,1433821,Connecticut,0,18-49 years,"2023-24, Connecticut: 18-49 years",Adult
JUL,0,1473455.5,Tennessee,0,6 months to 17 years,"2023-24, Tennessee: 6 months to 17 years",Child
JUL,0,1478793,Utah,0,18-49 years,"2023-24, Utah: 18-49 years",Adult
JUL,0,1498072,New York City,0,50-64 years,"2023-24, New York City: 50-64 years",Adult
JUL,0,1574667,Georgia,0,65+ years,"2023-24, Georgia: 65+ years",Adult
JUL,0,1633828,New Mexico,0,18+ years,"2023-24, New Mexico: 18+ years",Adult
JUL,0,1640786,New York City,0,6 months to 17 years,"2023-24, New York City: 6 months to 17 years",Child
JUL,0,1812441,Michigan,0,65+ years,"2023-24, Michigan: 65+ years",Adult
JUL,0,1829101,Kentucky,0,18-49 years,"2023-24, Kentucky: 18-49 years",Adult
JUL,0,1966287,California,0,5-8 years,"2023-24, California: 5-8 years",Child
JUL,0,1997031,Alabama,0,18-49 years,"2023-24, Alabama: 18-49 years",Adult
JUL,0,2015461,Georgia,0,50-64 years,"2023-24, Georgia: 50-64 years",Adult
JUL,0,2020773,Michigan,0,50-64 years,"2023-24, Michigan: 50-64 years",Adult
JUL,0,2056433,North Carolina,0,50-64 years,"2023-24, North Carolina: 50-64 years",Adult
JUL,0,2060818,New York (excluding New York City),0,65+ years,"2023-24, New York (excluding New York City): 65+ years",Adult
JUL,0,2072888.5,Michigan,0,6 months to 17 years,"2023-24, Michigan: 6 months to 17 years",Child
JUL,0,2089234,Illinois,0,65+ years,"2023-24, Illinois: 65+ years",Adult
JUL,0,2097638,Ohio,0,65+ years,"2023-24, Ohio: 65+ years",Adult
JUL,0,2225691,Pennsylvania (excluding Philadelphia County),0,6 months to 17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 6 months to 17 years",Child
JUL,0,2247245.5,North Carolina,0,6 months to 17 years,"2023-24, North Carolina: 6 months to 17 years",Child
JUL,0,2314476,Ohio,0,50-64 years,"2023-24, Ohio: 50-64 years",Adult
JUL,0,2315421,Minnesota,0,18-49 years,"2023-24, Minnesota: 18-49 years",Adult
JUL,0,2335478,Pennsylvania (excluding Philadelphia County),0,50-64 years,"2023-24, Pennsylvania (excluding Philadelphia County): 50-64 years",Adult
JUL,0,2337214,New York (excluding New York City),0,50-64 years,"2023-24, New York (excluding New York City): 50-64 years",Adult
JUL,0,2341888,Wisconsin,0,18-49 years,"2023-24, Wisconsin: 18-49 years",Adult
JUL,0,2438002,Iowa,0,18+ years,"2023-24, Iowa: 18+ years",Adult
JUL,0,2502483,Ohio,0,6 months to 17 years,"2023-24, Ohio: 6 months to 17 years",Child
JUL,0,2624172,Puerto Rico,0,18+ years,"2023-24, Puerto Rico: 18+ years",Adult
JUL,0,2794631,Indiana,0,18-49 years,"2023-24, Indiana: 18-49 years",Adult
JUL,0,2838054,Connecticut,0,18+ years,"2023-24, Connecticut: 18+ years",Adult
JUL,0,2857609,Tennessee,0,18-49 years,"2023-24, Tennessee: 18-49 years",Adult
JUL,0,3079500,Arizona,0,18-49 years,"2023-24, Arizona: 18-49 years",Adult
JUL,0,3145074,Iowa,0,Overall,"2023-24, Iowa: Overall",All
JUL,0,3752487,New York City,0,18-49 years,"2023-24, New York City: 18-49 years",Adult
JUL,0,3834249,Alabama,0,18+ years,"2023-24, Alabama: 18+ years",Adult
JUL,0,4006528,Michigan,0,18-49 years,"2023-24, Michigan: 18-49 years",Adult
JUL,0,4140953,Florida,0,6 months to 17 years,"2023-24, Florida: 6 months to 17 years",Child
JUL,0,4311636,Florida,0,50-64 years,"2023-24, Florida: 50-64 years",Adult
JUL,0,4356123,Minnesota,0,18+ years,"2023-24, Minnesota: 18+ years",Adult
JUL,0,4391080,New York (excluding New York City),0,18-49 years,"2023-24, New York (excluding New York City): 18-49 years",Adult
JUL,0,4574131,Wisconsin,0,18+ years,"2023-24, Wisconsin: 18+ years",Adult
JUL,0,4619939,Georgia,0,18-49 years,"2023-24, Georgia: 18-49 years",Adult
JUL,0,4638094,Florida,0,65+ years,"2023-24, Florida: 65+ years",Adult
JUL,0,4712462,Ohio,0,18-49 years,"2023-24, Ohio: 18-49 years",Adult
JUL,0,4893409,Alabama,0,Overall,"2023-24, Alabama: Overall",All
JUL,0,5373433,Tennessee,0,18+ years,"2023-24, Tennessee: 18+ years",Adult
JUL,0,5624147,Minnesota,0,Overall,"2023-24, Minnesota: Overall",All
JUL,0,5774978,Arizona,0,18+ years,"2023-24, Arizona: 18+ years",Adult
JUL,0,5801275.5,Wisconsin,0,Overall,"2023-24, Wisconsin: Overall",All
JUL,0,6559310,New York City,0,18+ years,"2023-24, New York City: 18+ years",Adult
JUL,0,6846888.5,Tennessee,0,Overall,"2023-24, Tennessee: Overall",All
JUL,0,7220373,California,0,50-64 years,"2023-24, California: 50-64 years",Adult
JUL,0,7839742,Michigan,0,18+ years,"2023-24, Michigan: 18+ years",Adult
JUL,0,8200096,New York City,0,Overall,"2023-24, New York City: Overall",All
JUL,0,8210067,Georgia,0,18+ years,"2023-24, Georgia: 18+ years",Adult
JUL,0,8532850,Florida,0,18-49 years,"2023-24, Florida: 18-49 years",Adult
JUL,0,8789112,New York (excluding New York City),0,18+ years,"2023-24, New York (excluding New York City): 18+ years",Adult
JUL,0,8832618,New Jersey,0,Overall,"2023-24, New Jersey: Overall",All
JUL,0,9124576,Ohio,0,18+ years,"2023-24, Ohio: 18+ years",Adult
JUL,0,9912630.5,Michigan,0,Overall,"2023-24, Michigan: Overall",All
JUL,0,11627059,Ohio,0,Overall,"2023-24, Ohio: Overall",All
JUL,0,17482580,Florida,0,18+ years,"2023-24, Florida: 18+ years",Adult
JUL,0,21623533,Florida,0,Overall,"2023-24, Florida: Overall",All
JUL,1,17706,South Dakota,0.0001,6-23 months,"2023-24, South Dakota: 6-23 months",Child
JUL,1,26160,District of Columbia,0,2-4 years,"2023-24, District of Columbia: 2-4 years",Child
JUL,1,71006.5,Utah,0,6-23 months,"2023-24, Utah: 6-23 months",Child
JUL,1,104306,New Mexico,9.5872e-06,5-8 years,"2023-24, New Mexico: 5-8 years",Child
JUL,1,108572.5,Missouri,9.2104e-06,6-23 months,"2023-24, Missouri: 6-23 months",Child
JUL,1,123698.5,Arizona,8.0841e-06,6-23 months,"2023-24, Arizona: 6-23 months",Child
JUL,1,124975.5,District of Columbia,8.0015e-06,6 months to 17 years,"2023-24, District of Columbia: 6 months to 17 years",Child
JUL,1,139564,New Mexico,7.1652e-06,13-17 years,"2023-24, New Mexico: 13-17 years",Child
JUL,1,153657,Connecticut,6.508e-06,5-8 years,"2023-24, Connecticut: 5-8 years",Child
JUL,1,155213,Nevada,6.4428e-06,5-8 years,"2023-24, Nevada: 5-8 years",Child
JUL,1,157739,Arkansas,6.3396e-06,9-12 years,"2023-24, Arkansas: 9-12 years",Child
JUL,1,181154,Louisiana,5.5202e-06,2-4 years,"2023-24, Louisiana: 2-4 years",Child
JUL,1,187055,Puerto Rico,5.346e-06,13-17 years,"2023-24, Puerto Rico: 13-17 years",Child
JUL,1,198442,Colorado,5.0393e-06,2-4 years,"2023-24, Colorado: 2-4 years",Child
JUL,1,216150,Oklahoma,4.6264e-06,9-12 years,"2023-24, Oklahoma: 9-12 years",Child
JUL,1,223108,Kentucky,4.4821e-06,9-12 years,"2023-24, Kentucky: 9-12 years",Child
JUL,1,223181,Missouri,4.4807e-06,2-4 years,"2023-24, Missouri: 2-4 years",Child
JUL,1,241497,Louisiana,4.1408e-06,9-12 years,"2023-24, Louisiana: 9-12 years",Child
JUL,1,242051,Louisiana,4.1314e-06,5-8 years,"2023-24, Louisiana: 5-8 years",Child
JUL,1,253562,Indiana,3.9438e-06,2-4 years,"2023-24, Indiana: 2-4 years",Child
JUL,1,333492,Tennessee,2.9986e-06,5-8 years,"2023-24, Tennessee: 5-8 years",Child
JUL,1,339143,Tennessee,2.9486e-06,9-12 years,"2023-24, Tennessee: 9-12 years",Child
JUL,1,347351,Indiana,2.8789e-06,5-8 years,"2023-24, Indiana: 5-8 years",Child
JUL,1,381593,Utah,2.6206e-06,65+ years,"2023-24, Utah: 65+ years",Adult
JUL,1,499955,Mississippi,2.0002e-06,65+ years,"2023-24, Mississippi: 65+ years",Adult
JUL,1,553690.5,Puerto Rico,1.8061e-06,6 months to 17 years,"2023-24, Puerto Rico: 6 months to 17 years",Child
JUL,1,561642,Mississippi,1.7805e-06,50-64 years,"2023-24, Mississippi: 50-64 years",Adult
JUL,1,564552,Arkansas,1.7713e-06,50-64 years,"2023-24, Arkansas: 50-64 years",Adult
JUL,1,679728,Nevada,1.4712e-06,6 months to 17 years,"2023-24, Nevada: 6 months to 17 years",Child
JUL,1,681696.5,Arkansas,1.4669e-06,6 months to 17 years,"2023-24, Arkansas: 6 months to 17 years",Child
JUL,1,690870,West Virginia,1.4475e-06,18-49 years,"2023-24, West Virginia: 18-49 years",Adult
JUL,1,708203.5,District of Columbia,1.412e-06,Overall,"2023-24, District of Columbia: Overall",All
JUL,1,816314,Illinois,1.225e-06,13-17 years,"2023-24, Illinois: 13-17 years",Child
JUL,1,905560.5,Utah,1.1043e-06,6 months to 17 years,"2023-24, Utah: 6 months to 17 years",Child
JUL,1,1089714,Missouri,9.1767e-07,65+ years,"2023-24, Missouri: 65+ years",Adult
JUL,1,1115285,Indiana,8.9663e-07,65+ years,"2023-24, Indiana: 65+ years",Adult
JUL,1,1180543,Tennessee,8.4707e-07,65+ years,"2023-24, Tennessee: 65+ years",Adult
JUL,1,1218497,Colorado,8.2068e-07,6 months to 17 years,"2023-24, Colorado: 6 months to 17 years",Child
JUL,1,1334197,Nevada,7.4951e-07,18-49 years,"2023-24, Nevada: 18-49 years",Adult
JUL,1,1428520,West Virginia,7.0003e-07,18+ years,"2023-24, West Virginia: 18+ years",Adult
JUL,1,1605718.5,Arizona,6.2277e-07,6 months to 17 years,"2023-24, Arizona: 6 months to 17 years",Child
JUL,1,1661189,Oklahoma,6.0198e-07,18-49 years,"2023-24, Oklahoma: 18-49 years",Adult
JUL,1,1776063.5,West Virginia,5.6304e-07,Overall,"2023-24, West Virginia: Overall",All
JUL,1,1926749,Louisiana,5.1901e-07,18-49 years,"2023-24, Louisiana: 18-49 years",Adult
JUL,1,2320603,Utah,4.3092e-07,18+ years,"2023-24, Utah: 18+ years",Adult
JUL,1,2427133,Illinois,4.1201e-07,50-64 years,"2023-24, Illinois: 50-64 years",Adult
JUL,1,2440679,Nevada,4.0972e-07,18+ years,"2023-24, Nevada: 18+ years",Adult
JUL,1,2499695,Missouri,4.0005e-07,18-49 years,"2023-24, Missouri: 18-49 years",Adult
JUL,1,2522821,California,3.9638e-07,13-17 years,"2023-24, California: 13-17 years",Child
JUL,1,2627928,Colorado,3.8053e-07,18-49 years,"2023-24, Colorado: 18-49 years",Adult
JUL,1,3027263,Oklahoma,3.3033e-07,18+ years,"2023-24, Oklahoma: 18+ years",Adult
JUL,1,3177862.5,Puerto Rico,3.1468e-07,Overall,"2023-24, Puerto Rico: Overall",All
JUL,1,3564038,Louisiana,2.8058e-07,18+ years,"2023-24, Louisiana: 18+ years",Adult
JUL,1,4366564,Pennsylvania (excluding Philadelphia County),2.2901e-07,18-49 years,"2023-24, Pennsylvania (excluding Philadelphia County): 18-49 years",Adult
JUL,1,4423448,North Carolina,2.2607e-07,18-49 years,"2023-24, North Carolina: 18-49 years",Adult
JUL,1,5188514,Indiana,1.9273e-07,18+ years,"2023-24, Indiana: 18+ years",Adult
