Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 3,2024-01-20,0.324,16.9913,65,0
COVID,State,Washington,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 3,2024-01-20,0.1884,2.7977,1928,0
COVID,State,Washington,Overall,6 months-17 years,Up-to-date,Yes,January Week 3,2024-01-20,0.1884,2.7977,1928,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 3,2024-01-20,0.5109,16.7757,85,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 3,2024-01-20,0.1034,12.6628,85,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 3,2024-01-20,0.3134,16.3642,85,0
COVID,State,West Virginia,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 3,2024-01-20,0.0723,1.4976,2571,0
COVID,State,West Virginia,Overall,6 months-17 years,Up-to-date,Yes,January Week 3,2024-01-20,0.0723,1.4976,2571,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 3,2024-01-20,0.5088,18.0636,54,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 3,2024-01-20,0.1244,14.0509,54,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 3,2024-01-20,0.2256,13.9235,54,0
COVID,State,Wisconsin,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 3,2024-01-20,0.1412,2.6748,1535,0
COVID,State,Wisconsin,Overall,6 months-17 years,Up-to-date,Yes,January Week 3,2024-01-20,0.1412,2.6748,1535,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 3,2024-01-20,0.6698,15.5799,110,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 3,2024-01-20,0.0831,11.3121,110,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 3,2024-01-20,0.1601,8.9766,110,0
COVID,State,Wyoming,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 3,2024-01-20,0.0871,2.0774,2166,0
COVID,State,Wyoming,Overall,6 months-17 years,Up-to-date,Yes,January Week 3,2024-01-20,0.0871,2.0774,2166,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.0833,0.6485,27119,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,February Week 1,2024-02-03,0.0833,0.6485,27119,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.4519,3.2668,2510,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.141,2.3892,2510,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.2426,2.7041,2510,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.1645,0.5722,62186,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,Yes,February Week 1,2024-02-03,0.1645,0.5722,62186,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.3985,5.8119,711,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.0939,3.134,711,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.4195,5.9333,711,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.0881,0.861,15572,0
COVID,National,National,Poverty Status,Below Poverty,Up-to-date,Yes,February Week 1,2024-02-03,0.0881,0.861,15572,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.4801,5.9913,657,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.0783,2.8092,657,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.3275,5.7002,657,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.114,0.9513,18224,0
COVID,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,Yes,February Week 1,2024-02-03,0.114,0.9513,18224,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.5,6.5777,473,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.0931,3.3169,473,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.3098,5.5957,473,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.0971,0.91,11506,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",Up-to-date,Yes,February Week 1,2024-02-03,0.0971,0.91,11506,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.3716,4.7334,1121,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.1194,2.8469,1121,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.3963,4.8444,1121,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.1126,0.7391,28466,0
COVID,National,National,Race and Ethnicity,Hispanic,Up-to-date,Yes,February Week 1,2024-02-03,0.1126,0.7391,28466,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.409,5.9755,778,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.1214,4.0363,778,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.3274,5.8576,778,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.1422,1.2078,17622,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",Up-to-date,Yes,February Week 1,2024-02-03,0.1422,1.2078,17622,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.5321,3.075,2696,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.1119,2.074,2696,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.2157,2.4548,2696,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.1403,0.5166,65507,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",Up-to-date,Yes,February Week 1,2024-02-03,0.1403,0.5166,65507,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.628,5.8314,854,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.055,2.1207,854,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.2453,4.8658,854,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.0717,0.6811,20765,0
COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,February Week 1,2024-02-03,0.0717,0.6811,20765,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.4835,3.1199,2456,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.1107,1.9791,2456,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.2804,2.8232,2456,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.1254,0.4918,60235,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,Yes,February Week 1,2024-02-03,0.1254,0.4918,60235,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.4,3.8936,1758,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.1347,2.6058,1758,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.3136,3.6195,1758,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.1517,0.7208,42101,0
COVID,National,National,Urbanicity,Urban MSA Principal City,Up-to-date,Yes,February Week 1,2024-02-03,0.1517,0.7208,42101,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.4126,6.5941,522,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.0793,3.0914,522,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.2711,5.7499,522,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.237,1.6063,10535,0
COVID,Region,Region 1,Overall,6 months-17 years,Up-to-date,Yes,February Week 1,2024-02-03,0.237,1.6063,10535,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,0.4716,8.4072,324,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,0.1278,5.5674,324,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,0.2215,6.2304,324,0
COVID,Region,Region 10,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,0.1791,1.6815,6383,0
COVID,Region,Region 10,Overall,6 months-17 years,Up-to-date,Yes,February Week 1,2024-02-03,0.1791,1.6815,6383,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4697,4.0142,1223,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0842,2.3003,1223,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.2932,3.7815,1223,0
COVID,National,National,Age,12-17 years,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.153,0.7699,36852,0
COVID,National,National,Age,12-17 years,Up-to-date,Yes,January Week 4,2024-01-27,0.153,0.7699,36852,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4652,3.5074,1881,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0886,1.9133,1881,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3176,3.3678,1881,0
COVID,National,National,Age,5-11 years,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.1287,0.5548,47320,0
COVID,National,National,Age,5-11 years,Up-to-date,Yes,January Week 4,2024-01-27,0.1287,0.5548,47320,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4667,2.7144,3104,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0862,1.5113,3104,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3054,2.6289,3104,0
COVID,National,National,Age,5-17 years,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.1417,0.4834,84172,0
COVID,National,National,Age,5-17 years,Up-to-date,Yes,January Week 4,2024-01-27,0.1417,0.4834,84172,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4594,4.2561,1635,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.1326,2.5279,1635,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3566,4.2158,1635,0
COVID,National,National,Age,6 months-4 years,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.0514,0.5339,38929,0
COVID,National,National,Age,6 months-4 years,Up-to-date,Yes,January Week 4,2024-01-27,0.0514,0.5339,38929,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4133,7.1679,564,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.1791,5.205,564,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3768,7.5209,564,0
COVID,National,National,Age,6-23 months,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.0308,0.5198,12727,0
COVID,National,National,Age,6-23 months,Up-to-date,Yes,January Week 4,2024-01-27,0.0308,0.5198,12727,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4112,3.339,2305,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.1213,2.2003,2305,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.29,3.0895,2305,0
COVID,National,National,Mother's Education,>= College degree,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.1775,0.6529,60450,0
COVID,National,National,Mother's Education,>= College degree,Up-to-date,Yes,January Week 4,2024-01-27,0.1775,0.6529,60450,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.536,6.1424,837,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0608,2.2878,837,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3415,6.4244,837,0
COVID,National,National,Mother's Education,High school or equivalent,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.0618,0.6209,21104,0
COVID,National,National,Mother's Education,High school or equivalent,Up-to-date,Yes,January Week 4,2024-01-27,0.0618,0.6209,21104,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.2821,7.4266,281,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.1031,5.8196,281,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.5126,9.3289,281,0
COVID,National,National,Mother's Education,Less than high school,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.1023,1.3669,8365,0
COVID,National,National,Mother's Education,Less than high school,Up-to-date,Yes,January Week 4,2024-01-27,0.1023,1.3669,8365,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.5778,4.7435,1036,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0827,2.4647,1036,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.2723,4.2455,1036,0
COVID,National,National,Mother's Education,Some college,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.0672,0.6729,27011,0
COVID,National,National,Mother's Education,Some college,Up-to-date,Yes,January Week 4,2024-01-27,0.0672,0.6729,27011,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4639,2.3536,4739,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0974,1.337,4739,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3167,2.3078,4739,0
COVID,National,National,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.122,0.3999,123101,0
COVID,National,National,Overall,6 months-17 years,Up-to-date,Yes,January Week 4,2024-01-27,0.122,0.3999,123101,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.5291,4.9313,1092,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0797,2.3358,1092,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3158,4.7507,1092,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.0754,0.6058,27119,0
COVID,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,January Week 4,2024-01-27,0.0754,0.6058,27119,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4348,3.1926,2475,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.1262,2.2069,2475,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.2775,2.9118,2475,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.1615,0.6402,62186,0
COVID,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,Yes,January Week 4,2024-01-27,0.1615,0.6402,62186,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4018,6.87,572,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0734,3.3874,572,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.4484,7.4164,572,0
COVID,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.0764,0.7704,15572,0
COVID,National,National,Poverty Status,Below Poverty,Up-to-date,Yes,January Week 4,2024-01-27,0.0764,0.7704,15572,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.5267,6.4961,600,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0467,1.9274,600,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3218,5.93,600,0
COVID,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.1048,0.9045,18224,0
COVID,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,Yes,January Week 4,2024-01-27,0.1048,0.9045,18224,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4669,6.2545,516,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0873,3.3083,516,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3552,6.3878,516,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.0906,0.8876,11506,0
COVID,National,National,Race and Ethnicity,"Black, Non-Hispanic",Up-to-date,Yes,January Week 4,2024-01-27,0.0906,0.8876,11506,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.3843,5.0718,959,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0987,2.834,959,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.4162,5.529,959,0
COVID,National,National,Race and Ethnicity,Hispanic,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.1008,0.6812,28466,0
COVID,National,National,Race and Ethnicity,Hispanic,Up-to-date,Yes,January Week 4,2024-01-27,0.1008,0.6812,28466,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4289,6.1867,724,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0916,2.7056,724,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3464,5.865,724,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.1331,1.0473,17622,0
COVID,National,National,Race and Ethnicity,"Other, Non-Hispanic",Up-to-date,Yes,January Week 4,2024-01-27,0.1331,1.0473,17622,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.5149,3.1711,2540,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.1005,1.9966,2540,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.2478,2.7232,2540,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.1367,0.5958,65507,0
COVID,National,National,Race and Ethnicity,"White, Non-Hispanic",Up-to-date,Yes,January Week 4,2024-01-27,0.1367,0.5958,65507,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.6281,5.5608,749,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0484,2.0904,749,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.2568,5.075,749,0
COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.0668,0.6944,20765,0
COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,January Week 4,2024-01-27,0.0668,0.6944,20765,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.4792,3.3879,2311,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0932,1.7823,2311,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3062,3.3257,2311,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.1214,0.5589,60235,0
COVID,National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,Yes,January Week 4,2024-01-27,0.1214,0.5589,60235,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.3779,3.8017,1679,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.1226,2.6746,1679,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3585,3.9679,1679,0
COVID,National,National,Urbanicity,Urban MSA Principal City,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,0.141,0.6669,42101,0
COVID,National,National,Urbanicity,Urban MSA Principal City,Up-to-date,Yes,January Week 4,2024-01-27,0.141,0.6669,42101,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,0.3687,7.5711,430,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,0.0896,3.5396,430,0
COVID,Region,Region 1,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,0.3197,7.4139,430,0
